연도,상권_코드,상권_코드_명_매출,총매출,평균유동인구
2024,3110805,신길새마을금고신길4동지점,1703654412,280983.3846153846
2024,3110807,신길역 3번,972004509,496053.1111111111
2024,3110808,신길역 1번,42264118,545646.25
2024,3110809,장훈고등학교,9533795740,442967.85
2024,3110810,영신초등학교,49962703432,1524590.3790322582
2024,3110811,보라매역 4번,4702042704,543063.75
2024,3110812,신길6동주민센터,27273490241,563223.0
2024,3110813,보라매역 6번,13290997103,1397328.75
2024,3110814,서울지방병무청,12209801670,1240287.2156862745
2024,3110815,공군호텔,40235906206,1229625.8051948051
2024,3110816,대방역 6번,3678086054,821328.75
2024,3110817,대방역 4번,2326502868,360985.25
2024,3110818,신대방역 3번,1451117290,354205.7272727273
2024,3110819,신대방역 4번,35112879903,929343.75
2024,3110820,성남고등학교,16796782768,825569.9066666666
2024,3110821,보라매역 2번,7358421173,1452934.0
2024,3110822,신대방삼거리역 4번(대림초등학교),1237527423,688543.5
2024,3110823,신대방삼거리역 3번,3022798816,768792.9677419355
2024,3110824,대방역 3번,24132720115,210140.0
2024,3110825,신대방삼거리역 1번,4845972646,2166301.9565217393
2024,3110826,장승배기역 4번,24027648855,517525.5
2024,3110827,NH농협은행 상도동지점,16204654048,698816.0196078431
2024,3110828,노량진역 6번,12709307304,1823703.5294117648
2024,3110829,장승배기역 5번,507004736,631393.6
2024,3110830,상도초등학교,5697563156,729168.25
2024,3110831,상도4동주민센터,6885645265,646602.3448275862
2024,3110832,노량진초등학교,5286091832,535251.0952380953
2024,3110833,상도역 2번,4814935492,570136.25
2024,3110834,동작구자원봉사센터,459114151,165933.5
2024,3110835,상도역 1번,4110292332,186759.63636363635
2024,3110836,상도역 5번,82307341079,1423118.962962963
2024,3110837,숭실대입구역 1번,38172486683,1676997.6666666667
2024,3110838,상도1동주민센터앞,3265075888,125217.95652173914
2024,3110839,숭실대입구역 4번,20099768396,867812.7424242424
2024,3110840,중앙대학교,39967412310,1238381.5
2024,3110842,흑리단길,18758595273,165574.0
2024,3110843,사당5동주민센터,3561227758,529610.7
2024,3110845,사당종합체육관,829103434,405921.25
2024,3110846,남성역 1번,33402704027,2683171.843478261
2024,3110847,예술인마을,4220798823,757020.75
2024,3110848,양지어린이공원,10429018181,1206865.7647058824
2024,3110849,이수역 10번,5648801968,1854813.4242424243
2024,3110850,사당역 10번,62551946131,2457097.949579832
2024,3110851,경문고등학교(동작동성당),2131188712,1143138.608695652
2024,3110852,이수역 9번,10238505104,661466.1707317074
2024,3110853,KT구로지사,10273375498,1853977.0
2024,3110854,조원동주민센터,3144328009,351911.24
2024,3110855,신대방역 2번,41753279043,1140940.75
2024,3110856,미성초등학교,29888522603,821275.1063829787
2024,3110857,미성동주민센터,8656775711,1091153.0666666667
2024,3110858,신대방역 1번,6775846382,583699.5161290322
2024,3110859,난향초등학교,3900919479,569379.0
2024,3110860,호림박물관(성보고등학교),8178331210,465166.75
2024,3110861,관악구신사동주민센터,56141451449,1864963.018181818
2024,3110862,난곡초등학교(난곡동벽화마을),7282430228,493936.6206896552
2024,3110863,난우초등학교,16356513267,711223.0384615385
2024,3110864,신림우방아파트,6999008414,1473373.6666666667
2024,3110865,남강고등학교(남강중학교),58335434371,2146509.1818181816
2024,3110866,난우중학교,7100941570,1142711.7931034483
2024,3110867,국제신학대학원대학교(남서울중학교),5998369545,1189496.9777777777
2024,3110868,남부초등학교,5050634184,702641.9130434783
2024,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",36560213768,4151775.6933333334
2024,3110870,신림주공2단지(광신고등학교),96843900,354299.5
2024,3110871,신원동주민센터,20438824129,685447.5
2024,3110872,신림초등학교,1691147545,891417.5
2024,3110873,당곡중학교,24557436310,627753.75
2024,3110874,원신초등학교(구세군관악영문교회),835560717,1906744.8421052631
2024,3110875,보라매동주민센터(당곡고등학교),2888274884,175339.25
2024,3110876,서원동주민센터(신관중학교),2595526247,476656.90476190473
2024,3110877,신림역 8번,32448591205,1319595.0806451612
2024,3110878,미림여고,1345923348,597686.5
2024,3110879,신림현대아파트,4731472027,289039.5714285714
2024,3110880,신림역 1번,9271427956,523087.0
2024,3110881,구립대학경로당(관악산샘말공원),43444623595,4290357.775280898
2024,3110882,신성초등학교,16169447900,1673542.2173913044
2024,3110883,은천초등학교(은천교앞),24994065483,1246675.8850574712
2024,3110884,봉천역 4번(봉천110안전센터),8417295610,799072.0
2024,3110885,영락고등학교,12022378641,1326808.3157894737
2024,3110886,관악해태어린이공원,5835614007,1197204.677419355
2024,3110887,서울산업정보학교(서울삼성초등학교),68870362,499868.55555555556
2024,3110888,청룡동주민센터,6903068875,754901.5
2024,3110889,봉천역 6번,965775359,447810.75
2024,3110890,봉천역 1번(관악초등학교),3947650406,880884.6923076923
2024,3110891,구암초등학교,4278138951,209360.75
2024,3110892,관악구 중앙길,59362200687,4268457.716814159
2024,3110893,관악소방서(문영여고),1956214854,85071.0
2024,3110895,샤로수길,69542796892,3712093.212121212
2024,3110896,관악우성아파트,6876266917,187840.34375
2024,3110897,서울대입구역 8번,6545833062,1572353.7346938776
2024,3110898,청림동주민센터(상도중학교),89446050,517360.25
2024,3110899,낙성대역 5번(관악중학교),494505141,831243.75
2024,3110900,낙성대역 1번(관악구민 종합체육센터),13718028754,1668716.357142857
2024,3110901,인헌고등학교(인헌중학교),5655952124,1190744.75
2024,3110902,사당역 4번,50224877302,2326752.0404040404
2024,3110903,방배아이파크아파트,22454496432,1052837.649122807
2024,3110904,이수역 5번,11554137239,287401.9411764706
2024,3110905,방배노인종합복지관(이수중학교),4171468145,438364.75
2024,3110906,서문여고,974074631,366225.0
2024,3110907,방배초등학교,9776829506,799041.25
2024,3110908,구반포역,4728743330,38959.62790697674
2024,3110909,남태령역(서울전자고등학교),170483141,42204.333333333336
2024,3110910,내방역 5번,2577407140,478014.86666666664
2024,3110912,방배동사이길,28457158224,136258.8
2024,3110913,방현초등학교(방배119안전센터),58557241091,856058.4444444445
2024,3110915,서래초등학교,6141085538,153900.26666666666
2024,3110916,내방역 4번,7526149868,611676.2368421053
2024,3110917,서초소방서,11188423921,58923.555555555555
2024,3110918,방배역 3번,5047129516,1026509.3181818182
2024,3110919,내방역 8번,1160564804,630800.875
2024,3110921,서울프랑스학교,1828726032,368461.6923076923
2024,3110922,내방역 1번,1152894369,798101.3636363636
2024,3110923,방배역 1번,114218906,46618.5
2024,3110924,반포4동주민센터(몽마르뜨공원),4686368249,412146.0
2024,3110925,서초중학교,7510031150,518125.5641025641
2024,3110926,신중초등학교,3382131003,793700.48
2024,3110927,잠원역,12895329867,138188.25
2024,3110929,남부터미널역 1번,4673879706,1602911.5
2024,3110930,서초동성당,7236321363,458516.92307692306
2024,3110931,삼성전자서울R&D(서울우면초등학교),2660717053,27215.5
2024,3110932,서울시인재개발원,663982226,250233.75
2024,3110933,한국상담대학원대학교,16904875578,100270.33333333333
2024,3110934,우면주공아파트,10065191776,468145.01851851854
2024,3110935,한전아트센터,198464999,630098.25
2024,3110936,더케이호텔(양재리본타워2단지아파트),16864273476,207476.47619047618
2024,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),7472689561,55569.28571428572
2024,3110938,바우뫼공원,20592592869,286846.0
2024,3110939,양재역 8번(양재동우체국),59468054204,1852003.905982906
2024,3110940,양재근린공원(양재2동주민센터),665897231,385290.75
2024,3110941,언남고등학교,1211467559,152408.44444444444
2024,3110942,염곡동 구룡사(포이동성당),46451569898,1566397.8918918918
2024,3110943,법제교육센터(버들어린이공원),21660252152,494090.72093023255
2024,3110945,본마을노인복지센터(서초구립내곡도서관),9857950,22053.0
2024,3110947,청계산입구역 2번(내곡동주민센터),5627302856,12837.75
2024,3110948,헌인가구단지,34761900,22.0
2024,3110949,한남IC,6618413105,330200.7826086957
2024,3110951,신사은행나무공원,2129495371,463496.8275862069
2024,3110952,논현목련공원,229812233,215846.25
2024,3110953,학동근린공원,193405092,426592.6666666667
2024,3110954,국기원,9327117142,535151.0
2024,3110955,논현초등학교,21819712049,2523990.6551724137
2024,3110956,언주역 8번,811523183,456938.92307692306
2024,3110957,언북중학교,8986855609,953767.5128205129
2024,3110958,역삼역 4번,721659688,620810.7777777778
2024,3110959,신구중학교,15002598548,122950.25
2024,3110960,은광여고,149449044,110461.25
2024,3110961,언주역 3번,15356717915,1365130.1935483871
2024,3110962,도산공원북측,8975362166,84357.0
2024,3110963,역삼월드메르디앙아파트,348974184,336614.8461538461
2024,3110965,언주역 6번,1542528943,914884.0789473684
2024,3110966,논현2동주민센터,15934723079,1610973.0952380951
2024,3110967,역삼역 8번,4802320811,545906.4848484849
2024,3110968,강남구청역 2번,5117314659,273785.5
2024,3110969,베르사이유1아파트,2516112143,803337.9230769231
2024,3110970,학동초등학교,4023719114,335751.71428571426
2024,3110971,선정릉역 4번,14955800296,692654.75
2024,3110972,강남세브란스병원미래의학연구센터,1248857473,335398.0
2024,3110973,강남구청역 4번,7274963651,1002210.4444444445
2024,3110974,언주중학교,428760806,375391.6666666667
2024,3110975,매봉역 1번,6308295405,308385.25
2024,3110976,언북초등학교,4503496516,648355.1851851852
2024,3110977,논현로18길,1987454685,162787.5
2024,3110978,도곡2동주민센터(대치중학교),399286729,13836.6
2024,3110979,청담초등학교,7852292997,280784.0
2024,3110980,개포지구대옆,1364407371,477159.4375
2024,3110981,국악고교사거리,15578505973,500172.8541666667
2024,3110982,강남구보훈회관,3038079143,372704.8181818182
2024,3110983,국립국악고등학교,6041603766,428600.0625
2024,3110984,포이초등학교(개포목련어린이공원),18304827796,838358.6666666666
2024,3110985,청담근린공원,634609380,253081.5
2024,3110986,삼성중앙역 7번,310405520,243715.33333333334
2024,3110988,청담역 3번,3062133187,139794.3
2024,3110989,대치동아우편취급국,8730051059,621128.5135135135
2024,3110990,청담역 12번,154381613,57087.0
2024,3110991,삼성중앙역 5번,41827293877,203593.66666666666
2024,3110992,도곡초등학교,67783299789,2232761.2083333335
2024,3110994,개포고등학교,44452997249,551962.8630136986
2024,3110995,봉은사역 4번,5096991512,625526.75
2024,3110996,대치2동주민센터,25593587999,934322.75
2024,3110997,대청초등학교,116766982169,1803240.7272727273
2024,3110998,은곡마을(은곡마을공원),8148246017,82988.46666666666
2024,3110999,윗방죽마을공원,18365749192,156720.0465116279
2024,3111000,대왕초등학교(세곡동사거리서남측),5415195054,78600.08333333333
2024,3111001,아래방죽마을공원(율현초등학교),1711458193,89937.76470588235
2024,3111002,한국교통안전공단 강남자동차검사소,4009092206,169.33333333333334
2024,3111003,삼전역 4번,70614844547,2271734.704225352
2024,3111004,삼전역 1번,108334448185,2210456.6549295774
2024,3111005,삼전역 3번,34174936673,1543156.3523809523
2024,3111006,석촌고분역 1번,64858535996,1943354.279661017
2024,3111007,석촌고분역 4번,16250591764,1086418.38028169
2024,3111008,석촌고분역 3번,22097724843,607497.3787878788
2024,3111009,송파책박물관,1678781287,249787.75
2024,3111010,석촌역 7번,45905886871,1713478.843373494
2024,3111011,잠실나루역,30597513606,42990.75
2024,3111012,석촌역 6번,10853384246,932112.0
2024,3111013,송파나루역 1번(송리단길),68371510654,2427378.88172043
2024,3111014,송파나루역 2번,31049101703,677894.2058823529
2024,3111015,석촌역 3번,34718850755,1782665.436893204
2024,3111016,송파역 2번,2331304501,719927.3235294118
2024,3111017,송파나루역 3번,648385765,168757.75
2024,3111019,한성백제역 3번,14863614218,1382505.5972222222
2024,3111020,방이동고분군(방산고등학교),31634418798,238771.5806451613
2024,3111021,방이역 4번,118338552853,2651006.5038167937
2024,3111022,석촌중학교(방이육교),3426665126,363497.5
2024,3111023,문정역 1번,20095567418,810932.2307692308
2024,3111024,경찰병원역 4번(건너말공원),2148721677,313574.85714285716
2024,3111025,경찰병원역 3번,3797707159,949298.3823529412
2024,3111026,문정역 2번,34940184836,939677.4142857143
2024,3111027,문정초등학교,28763559683,864972.0
2024,3111028,문현중학교(장지역 1번),24736921205,854730.4029850747
2024,3111029,오금역 4번,5754156550,194923.53846153847
2024,3111030,방이역 2번,19403233244,1298494.0857142857
2024,3111031,장지동주민센터(한림연예예술고교),14928621340,963001.3469387755
2024,3111032,방이역 1번,97479865959,349295.8333333333
2024,3111033,문정동성당,6067512429,70532.0
2024,3111034,오동나무공원(송파레미니스1단지),32996349594,847644.0461538462
2024,3111035,오금공원(오주중학교),5398663606,782874.8055555555
2024,3111036,투구봉어린이공원,18128109119,399788.5
2024,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),1839185866,251792.25
2024,3111038,보인중학교,20425408823,660144.7457627119
2024,3111039,벌말어린이공원,14453881883,1008316.7368421053
2024,3111040,거여초등학교,206661162,667709.5
2024,3111042,거여역 1번(거여공원),31901828754,1958076.6081081082
2024,3111043,마천공원,2884485455,626964.5
2024,3111044,남천초등학교,54488344637,1341646.75
2024,3111045,개미어린이공원,99573730,275837.25
2024,3111046,마천역(마천초등학교),141060043381,1883195.5177304964
2024,3111047,마천1치안센터,7849202669,272149.5
2024,3111048,천호역 1번(천호문구완구거리),5670638452,1322271.6875
2024,3111049,천호지구대(천호동자전거거리),15431016348,1280610.0204081633
2024,3111050,강동구청(강동구청역 2번),1174127921,338029.25
2024,3111051,천호역 6번,32731964378,2817945.546666667
2024,3111052,암사역 3번(천호동자전거거리),24871085773,1362982.7922077922
2024,3111053,성내천어린이공원(하니사랑길),38067154319,1131170.0338983051
2024,3111054,암사역 4번(삼성광나루아파트),2731668566,205926.57142857142
2024,3111055,선사초등학교,914020910,31365.5
2024,3111056,천호태영아파트,3166614014,342681.36842105264
2024,3111057,천호공원(해공체육문화센터),93440532270,932386.3492063492
2024,3111058,성내중학교,1158116495,505196.75
2024,3111059,강동역 4번(강풀만화거리),71223272991,3222606.0762711866
2024,3111060,암사역 2번(서울강동초등학교),49575124628,3413463.0
2024,3111061,암사역 1번,22009782761,2936966.35483871
2024,3111062,둔촌동역 3번(성내3동주민센터),23174257795,950565.3617021276
2024,3111063,강동구립 천호도서관,7427038824,1452845.2083333333
2024,3111064,둔촌동역 4번,4281832985,481354.27659574465
2024,3111065,천일초등학교,605421626,534056.75
2024,3111066,암사동성당(효정하나플러스아파트),8081412916,1474979.25
2024,3111067,강동구립성내도서관,16984648442,2465296.24
2024,3111068,강동성심병원,17149401743,198926.5
2024,3111069,천호1동주민센터,2182521802,2506909.882352941
2024,3111070,천호초등학교,2668020638,1611845.4615384615
2024,3111071,천동초등학교,1148512025,538343.0588235294
2024,3111072,굽은다리역 1번(십자성마을),26336265691,1852295.15625
2024,3111073,둔촌동역 1번(한산중학교),30768554445,3417165.75
2024,3111074,명일역 1번,6757778244,544141.5
2024,3111075,굽은다리역 2번,7962093898,1454432.6
2024,3111076,둔촌2동주민센터,14170883369,403171.2105263158
2024,3111077,길동주민센터(강동도서관),70209656421,3420305.861313869
2024,3111078,굽은다리역 4번,35220350913,3960926.3714285716
2024,3111079,둔촌고등학교(둔촌중학교),5950825420,383234.0
2024,3111080,굽은다리역 3번,10610174020,609224.7735849057
2024,3111082,중앙보훈병원,550669912,138796.75
2024,3111083,GS강동자이아파트,10399623810,981756.9322033898
2024,3111084,길동신동아아파트,870588834,201746.8
2024,3111085,묘곡초등학교(고덕아이파크아파트),27593051873,902253.6136363636
2024,3111086,한영중고,21354264919,392201.8953488372
2024,3111087,고덕중학교(고덕2동주민센터),8494431889,210250.62162162163
2024,3111088,고덕동성당,12381043173,252909.25
2024,3111089,상일여고(상일초등학교),66094046755,843804.2635658914
2024,3111090,강일동주민센터,25374618839,73596.11428571428
2024,3120001,서대문역,94973669200,1149591.5853658537
2024,3120002,서촌(경복궁역),103136511874,1327996.5344827587
2024,3120003,광화문역,281560404494,1242631.1029411764
2024,3120004,종로구청,94766912372,415988.0
2024,3120005,삼청동,75628232909,311337.4745762712
2024,3120006,종각역,436469892783,2780774.3952095807
2024,3120007,북촌(안국역),146281454427,728264.8367346938
2024,3120008,인사동,142512052861,1277873.2882882883
2024,3120009,종로3가역,1293889371602,6032409.7894736845
2024,3120010,원남동사거리,93172347441,947694.25
2024,3120011,종로4가,63430496749,705678.9677419355
2024,3120012,대학로(혜화역),238404123674,3751091.25
2024,3120013,이화사거리,32090712544,1092276.7692307692
2024,3120014,종로5가역,257499586434,931093.8907563025
2024,3120015,종로6가,23542601127,439487.07575757575
2024,3120016,동대문역,40367652294,928432.0
2024,3120017,동묘앞역(동묘),88961216278,885079.6372549019
2024,3120018,중림동,95894008265,449846.7105263158
2024,3120019,경찰청앞교차로,15539043306,393884.43333333335
2024,3120020,시청역_1번,65529319192,64126.22
2024,3120021,시청역_8번,132374042502,510665.5
2024,3120022,북창동(시청역_6번),245554339132,1137922.297029703
2024,3120023,서울시청,173837097679,555887.3465346535
2024,3120024,회현역,44261037564,811136.4642857143
2024,3120025,롯데백화점(시청광장 지하쇼핑센터),104824723498,117756.0
2024,3120026,을지로입구역,182097076854,871193.6853932585
2024,3120027,명동역(명동재미로),144649432141,706787.3515625
2024,3120028,명동(명동거리),454267009205,1873073.1417910447
2024,3120029,을지로2가,22129620284,204091.82857142857
2024,3120030,중부경찰서(영화인의거리),45552360533,1305095.0789473683
2024,3120031,을지로3가역,377617812551,2138516.4076923076
2024,3120032,충무로역,185801891343,1846854.1276595744
2024,3120033,을지로4가역,149505180883,703813.7346938775
2024,3120034,중구청(퇴계로4가),28179324107,752252.75
2024,3120035,퇴계로5가,15002987781,634276.3913043478
2024,3120036,장충동족발거리(남소영길),29382704518,272059.9736842105
2024,3120037,동대문역사문화공원역,388893602714,3985775.3288590605
2024,3120038,약수역,149763519676,1053851.9731543625
2024,3120039,신당역,131310388462,2249090.789473684
2024,3120040,용산전자상가(용산역),2481580235065,1141858.2032520326
2024,3120041,신용산역(용산역),178560451077,2182422.8320610686
2024,3120042,"숙대입구역(남영역, 남영동)",57068625816,408490.0438596491
2024,3120043,서울역,243824286335,1070392.1968503937
2024,3120044,삼각지역,39332148935,814032.5466666666
2024,3120045,남영동 먹자골목,106802539965,190906.94444444444
2024,3120046,이태원(이태원역),338837537634,1496305.195945946
2024,3120047,한남오거리,137708775378,613257.25
2024,3120048,금호역,64715206707,956012.2966101695
2024,3120049,왕십리역(왕십리),84541288620,2474965.033898305
2024,3120050,서울숲역,7975950467,188968.24137931035
2024,3120051,뚝섬역,136479566286,2667329.6910569104
2024,3120052,성수역,258037952893,1409070.3511904762
2024,3120053,건대입구역(건대),351973926330,2879583.5890410957
2024,3120054,어린이대공원역,72781747630,1901691.161971831
2024,3120055,군자역,239217636616,2623789.0427807486
2024,3120056,구의역,154765606884,1365866.455882353
2024,3120057,아차산역,116002551535,1271314.32
2024,3120058,구의사거리,59920795627,769297.304347826
2024,3120059,구삼강변맛길,89092749975,992960.6952380952
2024,3120060,강변역(테크노마트),254973383144,303903.13907284767
2024,3120061,올림픽대교북단,129854358274,342339.76543209876
2024,3120062,신설동역,161755160257,1960694.0897435897
2024,3120063,청량리역(청량리),198779668369,995542.4604316547
2024,3120064,경희대학교(경희대),83391063720,986656.0
2024,3120065,회기역,39518856923,1203832.4421052632
2024,3120066,장한평역(장한평),300390949317,1490980.0774193548
2024,3120067,장안동사거리,268950714359,1708328.75
2024,3120068,사가정역,83312356522,294506.0879120879
2024,3120069,상봉역,118419079985,1881177.448275862
2024,3120070,한성대입구역,109862751343,666485.5196850394
2024,3120071,성북구청,26894016563,528365.9846153846
2024,3120072,성신여대,224957866960,2730996.606060606
2024,3120073,미아사거리,38284445310,339035.2771084337
2024,3120074,안암역,36013355030,918617.25
2024,3120075,월곡역,58570563312,373375.25
2024,3120076,수유역,454129196992,4751003.433734939
2024,3120077,미아역,96545640005,1749562.9928571428
2024,3120078,미아사거리역,176449499372,1141451.614678899
2024,3120079,창동역,156866537997,422186.0
2024,3120080,마들역,105842189835,112107.16417910448
2024,3120081,노원역,552080702302,4983227.728205129
2024,3120082,상계백병원,36657194520,197691.67567567568
2024,3120083,등나무근린공원,202896461589,260642.75
2024,3120084,공릉역,61103067581,605530.4468085107
2024,3120085,은행사거리,155438777388,458894.73333333334
2024,3120086,태릉입구역,44309123163,444945.0
2024,3120087,응암역,50204142867,764013.043956044
2024,3120088,구산역,126644291983,554334.75
2024,3120089,구파발역,28754563133,270748.9014084507
2024,3120090,연신내역,159353521784,1773784.2751677851
2024,3120091,본서부병원,86828513712,762117.7438016529
2024,3120092,불광역,23436674442,587580.3220338983
2024,3120093,연희동,127067866651,663106.2389937107
2024,3120094,"신촌역(신촌역, 신촌로터리)",407157348485,6549959.926553672
2024,3120095,홍제역,115696875392,1245317.24
2024,3120096,"이화여대(이대역, 이대)",99459933189,1348944.928
2024,3120097,충정로역,13782555779,520866.3333333333
2024,3120098,DMC(디지털미디어시티),179080346792,517082.75
2024,3120099,월드컵경기장역(월드컵경기장),11924593469,9005.5
2024,3120100,망원역,93584199375,605137.25
2024,3120101,합정역,201409934523,1481573.9735099338
2024,3120102,서교동(홍대),114858288727,2535665.795620438
2024,3120103,홍대입구역(홍대),635867960874,4334967.8965517245
2024,3120104,연남동(홍대),289763547107,4897755.674418605
2024,3120105,상수역(홍대),59771546805,1007490.7303370787
2024,3120106,마포역,107700511738,830925.5333333333
2024,3120107,공덕역(공덕오거리),144594435920,1417728.419047619
2024,3120108,신정네거리역,180212453064,882038.3825136612
2024,3120109,서울남부지방법원,50174380311,655137.1297709923
2024,3120110,목동역 8번출구,162946469201,1248080.7792207792
2024,3120111,목동사거리,69515275180,673573.1171875
2024,3120112,등촌역,99710107259,1456849.5333333334
2024,3120113,오목교역,203570766458,1987634.4458598725
2024,3120114,목동신시가지,267574911189,1215329.9041916167
2024,3120115,김포공항역(김포공항),8434087063,10309.2
2024,3120116,송정역,24404316105,288262.77966101695
2024,3120117,강서농산물도매시장,419088481257,10597.0
2024,3120118,마곡역(마곡),58121304123,145905.25
2024,3120119,발산역(마곡),253576573667,1167610.2394366197
2024,3120120,화곡역,123743786725,1739348.3032786886
2024,3120121,까치산역,110234008662,3112324.25
2024,3120122,강서구청,113242956301,1840037.25
2024,3120123,오류동역,89466016770,725164.7226890756
2024,3120124,개봉동 현대아파트,74604531641,1041518.6338028169
2024,3120125,구로역,589433150772,698574.1398601398
2024,3120126,디지털단지오거리,13700353818,225666.75
2024,3120127,구로구청,97922938389,688760.3625
2024,3120128,신도림역,132707401699,576259.743902439
2024,3120129,구로디지털단지,393729501967,704784.3899371069
2024,3120130,구로디지털단지역,215650699247,1522818.75
2024,3120131,가산디지털단지,3004121701306,1194921.4925373134
2024,3120132,독산동,143741933146,1009912.0681818182
2024,3120133,서울시흥동우체국(홈플러스시흥점),35162472495,149433.16049382716
2024,3120134,구로전화국,140530196621,768763.4178082192
2024,3120135,양평역,7829684927,459099.71428571426
2024,3120136,영등포구청역,131737522344,1841689.8300653594
2024,3120137,문래역(문래로데오거리),43183522411,36865.42857142857
2024,3120138,당산2동(영등포우체국),43102938363,588608.7411764705
2024,3120139,대림3동사거리,312621142790,816759.8320610687
2024,3120140,문래동주민센터,37122686772,137897.5
2024,3120141,영등포청과시장교차로,18815007072,546606.0704225352
2024,3120142,대림역,118786829427,1908891.0172413792
2024,3120143,당산역,138178137386,1167243.725925926
2024,3120144,영중로,85256030018,1559760.3529411764
2024,3120145,영등포역(영등포),628846214929,4205426.076502732
2024,3120146,한강성심병원,26614505367,523730.0
2024,3120147,보라매역,54163618886,926318.6179775281
2024,3120148,국회의사당역(국회의사당),307334629360,437371.3455882353
2024,3120149,여의도역(여의도),790517430873,1666475.3736263737
2024,3120150,63빌딩,102483369127,62164.25
2024,3120151,보라매공원,137487868919,1341904.5746268656
2024,3120152,신대방삼거리역,139558569632,772606.6230769231
2024,3120153,노량진역(노량진),4377254155412,1667640.3691275169
2024,3120154,장승배기역,50909195218,519311.7340425532
2024,3120155,총신대학교,435791368,169385.33333333334
2024,3120156,"총신대입구역(이수, 총신대)",303663585752,3844406.374301676
2024,3120157,신림역(신림),245863404038,4576713.195121951
2024,3120158,녹두거리(대학동),76608816338,720363.6585365854
2024,3120159,서울대입구역,305301948038,3485266.153846154
2024,3120160,사당역(사당),238937775207,2096268.825
2024,3120161,방배동가구거리(사당동가구거리),23548543449,416517.93023255817
2024,3120162,방배동카페골목,64682945341,538851.8
2024,3120163,사당역 11번(사당역먹자골목),5677770170,1496380.7692307692
2024,3120164,내방역,163162566602,1316821.3655172414
2024,3120165,서래마을카페거리(서래마을),138111306839,825057.2262773722
2024,3120166,방배역,235069899584,1101598.5
2024,3120167,고속터미널(고속터미널역),281013388847,698638.5945945946
2024,3120168,서울고교교차로,16720594619,258235.22222222222
2024,3120169,서초역,179126545750,1449521.4444444445
2024,3120170,삼호가든사거리,184917043652,1189878.2641509434
2024,3120171,서초3동사거리,177832422657,1591122.9117647058
2024,3120172,교대입구교차로,111835500588,2057505.25
2024,3120173,교대역(법원.검찰청),470166070654,4467275.3977272725
2024,3120174,논현역 5번,24840754549,331764.9166666667
2024,3120175,남부터미널역,128587834560,1330527.082278481
2024,3120176,논현역 4번,6499008302,1901527.6222222222
2024,3120177,신논현역 1번,14777644212,1353779.3924050634
2024,3120178,신사역,562581993516,3307335.9209039547
2024,3120179,양재역,298481738163,2470223.3
2024,3120180,양재화물트럭터미널앞,21408667919,136996.5306122449
2024,3120181,교육개발원입구사거리,97882190053,472229.07042253524
2024,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",140684934079,690507.3916666667
2024,3120183,양재천카페거리,104669800457,437745.45454545453
2024,3120184,포이사거리(삼호물산),302506704879,1757908.7860962567
2024,3120185,논현역,397828527728,2496791.7717391304
2024,3120186,가로수길,375796940265,2307764.4817073173
2024,3120187,신논현역,531162610107,3683188.7034883723
2024,3120188,압구정역,596588411879,2115134.0833333335
2024,3120189,강남역,1672942354635,7798868.331578948
2024,3120190,강남을지병원,230021900796,1477437.4795321638
2024,3120191,학동역,204136731043,2314677.259493671
2024,3120192,뱅뱅사거리,282526878992,2345140.8597560977
2024,3120193,도산공원교차로,210429195516,784291.6140350878
2024,3120194,언주역(차병원),150217367424,1865863.607142857
2024,3120195,성수대교남단,304271312281,825205.2631578947
2024,3120196,서울세관,55889036947,838259.875
2024,3120197,역삼역,606872593210,4824264.162436549
2024,3120198,구역삼세무서,107493270933,2294352.9266666668
2024,3120199,경복아파트교차로,54505015095,545473.25
2024,3120200,학동사거리,490036237546,1298152.25
2024,3120201,도곡1동,90038042666,1058256.2206896553
2024,3120202,압구정로데오역(압구정로데오),513069784845,2008792.5705128205
2024,3120203,강남구청역,236600389901,1793964.6385542168
2024,3120204,르네상스호텔사거리,68399459109,2088138.4770642202
2024,3120205,매봉역,124396869303,555799.5
2024,3120206,개나리아파트,56989442211,1145411.4344262294
2024,3120207,선정릉역,136151929930,1956080.238095238
2024,3120208,청담사거리(청담동명품거리),484493835125,1397115.4329268292
2024,3120209,"강남구청(청담역_8번, 강남세무서)",200280303427,843132.8854961832
2024,3120210,선릉역,530157780561,5276087.194285714
2024,3120211,도성초등학교,91124477757,890484.8172043011
2024,3120212,한티역,232308961341,1072140.0692307693
2024,3120213,삼성중앙역,135694133883,2246774.1716417912
2024,3120214,영동대교남단교차로,33031528697,334515.49206349207
2024,3120215,포스코사거리,381250077413,3376986.9942196533
2024,3120216,경기고교사거리(경기고교앞사거리),29840578791,204511.19178082192
2024,3120217,대치사거리,192236621899,1332889.347107438
2024,3120218,코엑스,112715208299,49419.63440860215
2024,3120219,은마아파트,547435051704,1257001.7894736843
2024,3120220,대치역,257649719370,512664.67910447763
2024,3120221,봉은사역,70348441211,491134.90425531915
2024,3120222,삼성역,562255011391,1036253.1838235294
2024,3120223,휘문고교사거리,153463259891,324981.25
2024,3120224,수서역,204733270794,249720.17482517482
2024,3120225,잠실새내역(신천),617479519369,2806695.193370166
